GeneSymbol,PSL
ILDR2,Nucleus
LARP4,Cytosol
TLCD3B,Endoplasmic reticulum
MED25,Nucleus
TUBA1A,Nucleus
TUBA1A,Plasma membrane
H2AZ2,Nucleus
RPS27L,Nucleus
FKBP9P1,Endoplasmic reticulum
ANO5,Plasma membrane
H1-7,Nucleus
BRINP3,Mitochondrion
SLC35D2,Golgi apparatus
NOL8,Nucleolus
PDZD4,Cell cortex
SPATC1,Centrosome
ERN2,Endoplasmic reticulum
ERN2,Cytosol
CEP68,Centrosome
CEP68,Cytosol
SND1,Cytosol
MARK2,Plasma membrane
COX15,Mitochondrion
DDX46,Nucleus
RUFY3,Cytosol
SV2A,Endoplasmic reticulum
TRMT10C,Mitochondrion
CYB5R4,Endoplasmic reticulum
LRRC8D,Plasma membrane
ASRGL1,Nucleus
DHX30,Mitochondrion
DHX30,Cytosol
MEPCE,Nucleus
CENPQ,Actin cytoskeleton
CDC37L1,Cytosol
ZNF771,Nucleolus
RTL10,Mitochondrion
MIGA2,Plasma membrane
BEND5,Golgi apparatus
RRAGA,Nucleus
RRAGA,Lysosome
MCM10,Nucleus
MCM10,Nucleolus
NDUFAF7,Mitochondrion
ATOSB,Nucleus
GET4,Nucleolus
GET4,Cytosol
COPS6,Nucleus
LPCAT2,Endoplasmic reticulum
LPCAT2,Plasma membrane
ENOSF1,Mitochondrion
MAEA,Nucleus
MAEA,Plasma membrane
G2E3,Nucleolus
G2E3,Golgi apparatus
G2E3,Cytosol
EPM2AIP1,Nucleus
DHX32,Mitochondrion
VASH1,Endoplasmic reticulum
FASTKD5,Mitochondrion
MOB1B,Nucleus
SLC26A9,Plasma membrane
CHMP1B,Cytosol
CHMP1B,Plasma membrane
ARC,Plasma membrane
ARC,Cell cortex
RASGRP2,Cytosol
RASGRP2,Plasma membrane
CXXC5,Cytosol
RRM2B,Mitochondrion
RRM2B,Cytosol
OTOP1,Plasma membrane
STRADA,Nucleus
STRADA,Cytosol
MICAL3,Nucleus
MICAL3,Cytosol
MICAL3,Plasma membrane
MICAL3,Cell cortex
NLRC3,Cytosol
OTOP3,Plasma membrane
OTOP2,Plasma membrane
DYM,Golgi apparatus
SLC29A4,Plasma membrane
TCF24,Nucleus
TCF23,Nucleus
BHLHA9,Nucleus
SCX,Nucleus
PHF5A,Nucleus
GSTA5,Cytosol
ZNF367,Nucleus
TAS1R3,Golgi apparatus
TAS1R3,Plasma membrane
SLC16A13,Golgi apparatus
SLC16A13,Cytosol
SLC16A9,Plasma membrane
USP17L1,Endoplasmic reticulum
APTX,Nucleolus
H2BW1,Nucleus
SLC36A1,Endoplasmic reticulum
LRRC70,Plasma membrane
ZC3HAV1,Cytosol
TRPM8,Plasma membrane
MRPL21,Mitochondrion
GVINP1,Nucleus
GVINP1,Cytosol
TICRR,Nucleus
TICRR,Cytosol
MAMDC2,Endoplasmic reticulum
SETX,Nucleus
SETX,Nucleolus
HDX,Nucleus
TRAPPC11,Golgi apparatus
KANSL1,Nucleus
KANSL1,Mitochondrion
ATG9A,Mitochondrion
ATG9A,Golgi apparatus
LYSMD3,Golgi apparatus
LYSMD3,Plasma membrane
TIPARP,Nucleus
ANKRD33,Nucleus
ANKRD33,Cytosol
ZNF572,Nucleus
POGZ,Nucleus
POGZ,Cytosol
MIER3,Nucleus
ZFYVE16,Cytosol
MON2,Cytosol
ZNF571,Nucleus
RD3,Nucleus
PIWIL3,Nucleus
PIWIL4,Nucleus
PIWIL4,Mitochondrion
DENND4A,Nucleus
TMC7,Plasma membrane
TMC6,Endoplasmic reticulum
TMC6,Golgi apparatus
TMC4,Plasma membrane
CSMD2,Plasma membrane
TMPRSS9,Plasma membrane
PEX26,Peroxisome
NUFIP2,Nucleus
NUFIP2,Cytosol
KCNK18,Plasma membrane
MAVS,Mitochondrion
PKD1L3,Plasma membrane
CLASP1,Golgi apparatus
CLASP1,Centrosome
CLASP1,Cell cortex
BNIPL,Nucleus
BNIPL,Cytosol
COMMD6,Nucleus
HAUS6,Centrosome
LIMS2,Nucleus
LIMS2,Plasma membrane
COX8C,Mitochondrion
TRPM1,Endoplasmic reticulum
KIF21A,Cytosol
CFAP91,Mitochondrion
ZNF438,Nucleus
ZNF438,Cytosol
HDGFL2,Nucleus
DCXR,Nucleus
DCXR,Cytosol
ATP5MGL,Mitochondrion
BRAP,Cytosol
ZNF804A,Nucleus
ZNF804A,Plasma membrane
AKNA,Centrosome
AKNA,Cytosol
PRSS42P,Plasma membrane
TAFA1,Endoplasmic reticulum
NANOGNB,Nucleus
ARHGAP22,Nucleus
VN1R5,Plasma membrane
VN1R4,Plasma membrane
WAPL,Nucleus
WAPL,Cytosol
IRF2BP2,Nucleus
TMC3,Plasma membrane
HSD17B13,Endoplasmic reticulum
CPEB2,Nucleus
POLN,Nucleolus
POLN,Nucleus
APBB1IP,Cytosol
APBB1IP,Plasma membrane
BCDIN3D,Cytosol
GPR142,Cytosol
GPR142,Plasma membrane
GPR141,Plasma membrane
SNX20,Plasma membrane
CAMKMT,Golgi apparatus
NET1,Nucleus
ADCK2,Mitochondrion
SPRED2,Plasma membrane
SPRED1,Cytosol
CCDC91,Golgi apparatus
CCDC91,Cytosol
RBBP6,Centrosome
RBBP6,Nucleolus
NECAB2,Plasma membrane
ANKS1B,Centrosome
ANKS1B,Plasma membrane
SH3RF1,Golgi apparatus
SH3RF1,Cytosol
FGD2,Nucleus
TSEN54,Nucleolus
THAP5,Nucleus
PRRT2,Plasma membrane
MTERF4,Mitochondrion
MTERF4,Cytosol
TMCO2,Nucleus
HUWE1,Mitochondrion
HUWE1,Cytosol
ANKRD37,Mitochondrion
ANKRD37,Cytosol
CNTRL,Centrosome
CNTRL,Cytosol
PXK,Cytosol
PXK,Plasma membrane
FILIP1,Nucleolus
FILIP1,Plasma membrane
FILIP1,Actin cytoskeleton
STRA8,Nucleus
TAF8,Nucleus
UBE2Q1,Cytosol
KHDC4,Nucleus
MRPL55,Mitochondrion
CPLX4,Plasma membrane
CATIP,Nucleus
CATIP,Plasma membrane
CATIP,Actin cytoskeleton
MRPL10,Mitochondrion
CMC1,Mitochondrion
CENPV,Nucleus
CENPV,Cytosol
SLFN11,Nucleus
SLFN11,Cytosol
TMEM179B,Nucleolus
NPM2,Nucleus
PCGF5,Nucleus
PCGF5,Golgi apparatus
PCGF5,Centrosome
ANKRD23,Cytosol
ANKRD23,Actin cytoskeleton
DAZ4,Nucleus
S100A7A,Cytosol
NEK8,Centrosome
AMIGO2,Nucleus
AMIGO2,Plasma membrane
PHLDB2,Cytosol
PHLDB2,Plasma membrane
PHLDB2,Cell cortex
ADGRG6,Plasma membrane
SDCCAG8,Centrosome
ILDR1,Cytosol
GLRX5,Mitochondrion
TRAPPC6B,Endoplasmic reticulum
ZBTB33,Nucleolus
ZBTB33,Cytosol
ZBTB33,Plasma membrane
TMPRSS11B,Plasma membrane
USP37,Nucleus
PATL1,Cytosol
MYPN,Cytosol
TMEM150A,Plasma membrane
PEG10,Cytosol
TBC1D1,Nucleus
DPP9,Cytosol
DPP9,Nucleus
ZNF554,Nucleolus
ATG4D,Mitochondrion
DDX53,Nucleolus
DDX53,Cytosol
SYVN1,Endoplasmic reticulum
PRUNE1,Nucleus
PRUNE1,Cytosol
MRPL52,Mitochondrion
TTC7B,Cytosol
TTC7B,Plasma membrane
ADCK1,Mitochondrion
ACOT1,Cytosol
RBM23,Nucleus
PABPN1,Nucleus
METTL3,Nucleus
METTL3,Golgi apparatus
METTL3,Cytosol
PBRM1,Nucleus
YRDC,Mitochondrion
YRDC,Plasma membrane
BIVM,Nucleus
SAPCD2,Nucleolus
SAPCD2,Cytosol
MARCHF3,Lysosome
ZNF329,Nucleus
SLC9B2,Plasma membrane
MTDH,Nucleus
MTDH,Endoplasmic reticulum
LRRTM1,Endoplasmic reticulum
TLK2,Nucleus
TSPAN33,Plasma membrane
ABCA12,Cytosol
ABCA12,Plasma membrane
EVC2,Nucleus
ZNF598,Cytosol
GPAT4,Endoplasmic reticulum
MAGI2,Nucleus
MAGI2,Centrosome
MAGI2,Plasma membrane
RTN4RL1,Plasma membrane
RTN4RL2,Plasma membrane
KTN1,Endoplasmic reticulum
ZNF589,Nucleus
NFE4,Nucleus
SMG6,Nucleus
SMG6,Nucleolus
SMG6,Cytosol
NHERF4,Plasma membrane
NLRX1,Mitochondrion
NLRX1,Plasma membrane
CENATAC,Centrosome
BCL9L,Nucleus
PHLDB1,Cytosol
PHLDB1,Plasma membrane
USP48,Mitochondrion
USP48,Cytosol
TRIM74,Cytosol
TRIM73,Cytosol
SLC51A,Plasma membrane
SLC51B,Plasma membrane
N4BP2,Cytosol
NAA40,Cytosol
NT5DC3,Cytosol
ZBTB46,Nucleus
CASZ1,Cytosol
SHLD2,Nucleus
SHLD2,Actin cytoskeleton
ADIPOR2,Plasma membrane
VASH2,Cytosol
CABP7,Plasma membrane
TRABD2A,Plasma membrane
LUZP1,Nucleus
LUZP1,Centrosome
ALYREF,Nucleus
PIM3,Cytosol
KBTBD6,Nucleus
CD163,Plasma membrane
SLC25A42,Nucleus
SLC25A42,Mitochondrion
PIGZ,Endoplasmic reticulum
SERINC5,Golgi apparatus
SERINC5,Centrosome
SERINC5,Cytosol
SERINC5,Plasma membrane
LAPTM4B,Lysosome
LAPTM4B,Plasma membrane
SLC47A2,Plasma membrane
VPS36,Nucleus
VPS36,Lysosome
VPS36,Cytosol
TAX1BP1,Mitochondrion
PACS2,Mitochondrion
PACS2,Endoplasmic reticulum
CAND1,Nucleus
CAND1,Golgi apparatus
CAND1,Cytosol
LCA5,Centrosome
TXNRD3,Endoplasmic reticulum
TXNRD3,Cytosol
RTTN,Centrosome
SLC22A16,Cytosol
SLC22A16,Plasma membrane
JAZF1,Cytosol
ZSCAN30,Nucleus
NLRP10,Cytosol
THOC6,Nucleus
KCNMB4,Plasma membrane
METTL16,Nucleus
SPATA24,Nucleolus
SPATA24,Cytosol
PARG,Cytosol
PARG,Nucleus
PPFIBP1,Plasma membrane
PPFIBP1,Cell cortex
LONP2,Nucleus
LONP2,Peroxisome
SLC26A11,Endoplasmic reticulum
SLC26A11,Golgi apparatus
SLC26A11,Plasma membrane
ZC3HC1,Nucleus
UNC93A,Plasma membrane
ATCAY,Mitochondrion
RASSF3,Cytosol
RASSF3,Plasma membrane
NLRC5,Nucleus
NLRC5,Centrosome
NLRC5,Cytosol
CHD1L,Nucleus
CHD1L,Cytosol
CHD1L,Plasma membrane
GPBP1,Cytosol
GPBP1,Plasma membrane
CCDC25,Plasma membrane
TMPRSS12,Plasma membrane
TRIM69,Centrosome
TRIM69,Nucleus
SKAP1,Cytosol
SKAP1,Plasma membrane
TEN1,Nucleus
STING1,Peroxisome
STING1,Cytosol
RPS19BP1,Nucleolus
RPS19BP1,Cytosol
HORMAD1,Nucleus
LSR,Plasma membrane
EZHIP,Nucleus
EZHIP,Cytosol
CARM1,Nucleus
CARM1,Cytosol
FAM72B,Cytosol
NIT1,Nucleus
CIR1,Centrosome
CIR1,Nucleus
METTL23,Nucleus
HEATR5A,Cytosol
FAM131B,Cytosol
SNX32,Cytosol
DHFR2,Mitochondrion
ZNF575,Nucleus
GAS2L3,Actin cytoskeleton
FBXO11,Nucleus
FBXO11,Nucleolus
SFR1,Nucleus
SFR1,Nucleolus
SFR1,Centrosome
MEX3D,Nucleus
DGKH,Plasma membrane
DDX42,Nucleus
DDX42,Cytosol
CATSPER3,Endoplasmic reticulum
PRIMA1,Plasma membrane
TICAM2,Endoplasmic reticulum
TICAM2,Golgi apparatus
CEP57,Golgi apparatus
CEP57,Centrosome
CEP57,Cytosol
TRIM50,Cytosol
FRAS1,Plasma membrane
SPATS2,Cytosol
DTX1,Cytosol
VRK2,Nucleus
VRK2,Endoplasmic reticulum
ZNF354C,Nucleus
NUTM1,Nucleus
KRT73,Nucleus
LYPD6,Plasma membrane
STX12,Golgi apparatus
KIF18B,Nucleus
KIF18B,Cytosol
ZGRF1,Nucleus
NRROS,Plasma membrane
PTOV1,Plasma membrane
TMEM25,Plasma membrane
DZIP1,Nucleus
DZIP1,Centrosome
ZNF280B,Nucleus
PDSS2,Cytosol
PHF13,Nucleus
ANKRD13B,Plasma membrane
TDRP,Nucleus
TDRP,Cytosol
PDPN,Mitochondrion
PDPN,Cytosol
PDPN,Plasma membrane
PPARGC1B,Nucleus
PPARGC1B,Mitochondrion
PPARGC1B,Cytosol
GATAD2A,Nucleus
GPSM1,Cell cortex
GPSM1,Cytosol
GPSM1,Plasma membrane
POTED,Plasma membrane
RAB11FIP4,Centrosome
RAB43,Golgi apparatus
C2CD5,Cytosol
C2CD5,Plasma membrane
C2CD5,Cell cortex
SLC13A5,Cytosol
SLC13A5,Plasma membrane
MIB1,Centrosome
MIB1,Plasma membrane
JAML,Plasma membrane
RASAL3,Cell cortex
HPS6,Endoplasmic reticulum
HPS6,Cytosol
PLCZ1,Nucleus
PLCZ1,Nucleolus
TREML1,Golgi apparatus
TREML1,Cytosol
TREML1,Plasma membrane
HRNR,Nucleus
HIPK1,Nucleus
HIPK1,Centrosome
HIPK1,Cytosol
RFX6,Nucleus
TMC8,Endoplasmic reticulum
TMC8,Golgi apparatus
TMC8,Plasma membrane
TMPRSS6,Plasma membrane
IRF2BP1,Nucleus
CAMK1D,Nucleus
CALHM1,Plasma membrane
RHPN2,Plasma membrane
ERC1,Centrosome
H2AC21,Nucleus
RIOX2,Nucleolus
RIOX2,Cytosol
MYO18B,Nucleus
CREG2,Endoplasmic reticulum
CREG2,Golgi apparatus
RBM45,Nucleus
ZDHHC13,Endoplasmic reticulum
ZDHHC17,Golgi apparatus
CRLF3,Cytosol
CRLF3,Plasma membrane
PLXDC1,Plasma membrane
TRAPPC5,Endoplasmic reticulum
TMTC1,Endoplasmic reticulum
ARMC8,Nucleus
ARMC8,Cytosol
RELL1,Plasma membrane
TMEM126B,Mitochondrion
AEBP1,Nucleus
GRAMD2A,Plasma membrane
TBC1D10C,Cytosol
TBC1D10C,Plasma membrane
LACC1,Peroxisome
LACC1,Endoplasmic reticulum
HID1,Golgi apparatus
HID1,Cytosol
ERI1,Nucleolus
DENND1C,Centrosome
DENND1C,Cytosol
VRK3,Nucleus
PASD1,Nucleus
PLEKHH2,Cytosol
PLEKHH2,Plasma membrane
AHNAK2,Cytosol
AHNAK2,Plasma membrane
FMNL3,Golgi apparatus
FMNL3,Cytosol
FMNL3,Plasma membrane
SAMD9L,Mitochondrion
MT-RNR2,Nucleus
MT-RNR2,Mitochondrion
MMAA,Mitochondrion
MMAA,Cytosol
NOSTRIN,Nucleus
SLC41A1,Plasma membrane
P3H2,Endoplasmic reticulum
P3H2,Golgi apparatus
P3H2,Cytosol
CPO,Plasma membrane
CCDC50,Cytosol
ZDHHC21,Golgi apparatus
ZDHHC21,Plasma membrane
MCAT,Mitochondrion
GLYCTK,Mitochondrion
GLYCTK,Golgi apparatus
GLYCTK,Cytosol
MISP,Plasma membrane
KSR1,Endoplasmic reticulum
KSR1,Cytosol
IGDCC3,Plasma membrane
HERC6,Cytosol
NKAIN4,Plasma membrane
ARL17A,Golgi apparatus
C1ORF210,Plasma membrane
VSTM4,Plasma membrane
SIAH3,Mitochondrion
APLF,Nucleus
APLF,Cytosol
CEP97,Centrosome
ZNF695,Nucleus
MAPKAPK5,Cytosol
SERPINA12,Plasma membrane
WDR75,Nucleolus
MFN1,Mitochondrion
SLC44A2,Mitochondrion
SLC44A2,Plasma membrane
ITPRIP,Plasma membrane
WDFY1,Nucleus
WDFY1,Nucleolus
WDFY1,Golgi apparatus
WDFY1,Cytosol
CCDC117,Nucleus
FAM114A1,Golgi apparatus
FAM114A1,Cytosol
DCUN1D3,Cytosol
DCUN1D3,Plasma membrane
GCC2,Golgi apparatus
HSCB,Mitochondrion
HSCB,Cytosol
STH,Nucleus
STH,Golgi apparatus
STH,Cytosol
BRSK2,Endoplasmic reticulum
BRSK2,Centrosome
ZC3H7A,Nucleus
PHF6,Nucleolus
SCN4B,Plasma membrane
CUL9,Cytosol
LRRC8A,Plasma membrane
LMTK2,Golgi apparatus
SLC30A8,Golgi apparatus
SLC30A8,Plasma membrane
SULF2,Endoplasmic reticulum
SULF1,Endoplasmic reticulum
LAX1,Golgi apparatus
LAX1,Cytosol
LAX1,Plasma membrane
UBR1,Cytosol
UBR2,Nucleus
SGPP2,Endoplasmic reticulum
UNC45B,Cytosol
SCUBE1,Plasma membrane
ZSCAN29,Nucleus
CDAN1,Nucleus
CDAN1,Cytosol
CDAN1,Plasma membrane
TRIM48,Cytosol
BBS7,Nucleus
BBS7,Centrosome
WWC1,Nucleus
WWC1,Cytosol
CD302,Cell cortex
HOMEZ,Nucleolus
HOMEZ,Cytosol
SLF2,Nucleus
SCUBE3,Plasma membrane
SKA3,Centrosome
SKA3,Cytosol
DNAJC10,Endoplasmic reticulum
TP53INP2,Nucleus
TP53INP2,Cytosol
NELFCD,Nucleus
CDH26,Plasma membrane
RHOT2,Mitochondrion
SIRT2,Nucleus
SIRT2,Nucleolus
SIRT2,Mitochondrion
SIRT2,Centrosome
SIRT2,Cytosol
SIRT2,Plasma membrane
PHC2,Nucleus
FAM20C,Golgi apparatus
MSRB3,Mitochondrion
MSRB3,Endoplasmic reticulum
BAP18,Cytosol
MRPL41,Mitochondrion
POU2AF2,Nucleus
POU2AF2,Cytosol
KLHL7,Nucleolus
KLHL7,Cytosol
KLHL7,Plasma membrane
PARP9,Nucleus
PARP9,Mitochondrion
PARP9,Cytosol
HYCC2,Cytosol
KLHDC8B,Cytosol
RPAP2,Nucleus
RPAP2,Nucleolus
RPAP2,Cytosol
ZC3H3,Nucleus
SP8,Nucleus
PNPLA6,Endoplasmic reticulum
PNPLA6,Cytosol
SMC5,Nucleus
DDX60,Cytosol
CMIP,Cytosol
IFT20,Centrosome
MICALL2,Cytosol
DHX37,Nucleolus
YAF2,Nucleus
YAF2,Cytosol
RAVER1,Nucleus
FTSJ3,Nucleolus
SLX4,Cytosol
TMEM192,Nucleus
TMEM192,Endoplasmic reticulum
TMEM192,Golgi apparatus
TMEM192,Plasma membrane
TMEM192,Lysosome
CKAP2L,Centrosome
CKAP2L,Cytosol
SMAP1,Plasma membrane
SUPV3L1,Nucleus
SUPV3L1,Mitochondrion
CCDC146,Centrosome
CCDC13,Centrosome
CCDC13,Cytosol
ZZZ3,Nucleolus
C10ORF67,Mitochondrion
SYTL1,Plasma membrane
GPR65,Plasma membrane
SEPTIN12,Nucleus
SLFN12,Nucleus
SLFN12,Cytosol
TRIM22,Nucleus
TRIM22,Golgi apparatus
ZNF100,Nucleus
TCEAL8,Nucleus
TMEFF1,Plasma membrane
BOD1L2,Centrosome
GARIN4,Nucleus
GARIN4,Golgi apparatus
CMTR2,Nucleus
CCDC170,Golgi apparatus
HACE1,Endoplasmic reticulum
RNF168,Nucleus
RNF168,Cytosol
ZNF679,Nucleus
CCDC116,Centrosome
DND1,Nucleus
SAXO1,Centrosome
LRRC34,Nucleolus
ANKRD13A,Plasma membrane
GPR135,Plasma membrane
SPACDR,Nucleus
ZNF683,Nucleus
ZNF34,Cytosol
CHPF,Cytosol
KIAA0319L,Nucleolus
KIAA0319L,Golgi apparatus
KIAA0319L,Plasma membrane
RTKN2,Nucleus
RTKN2,Plasma membrane
KMT2E,Nucleus
KMT2E,Centrosome
KMT2E,Plasma membrane
DCP1B,Nucleus
DCP1B,Cytosol
SLC22A15,Plasma membrane
DOCK3,Cytosol
SCYL3,Endoplasmic reticulum
SCYL3,Golgi apparatus
SCYL3,Cytosol
NALCN,Plasma membrane
ADGRF5,Plasma membrane
XRN1,Cytosol
XRN1,Plasma membrane
UNC5B,Plasma membrane
CPAMD8,Plasma membrane
MAML2,Nucleus
PELP1,Nucleus
PELP1,Nucleolus
ZNF654,Nucleus
ZDHHC14,Endoplasmic reticulum
ABI1,Nucleus
TBC1D3,Plasma membrane
HS6ST3,Golgi apparatus
ADGRG2,Cytosol
ADGRG2,Plasma membrane
WDFY3,Nucleolus
WDFY3,Cytosol
WDFY3,Plasma membrane
MYOCD,Nucleus
CLECL1P,Plasma membrane
ASPM,Nucleus
ASPM,Centrosome
FAM9A,Nucleolus
SYCP3,Nucleus
RDH10,Nucleus
ABCA7,Endoplasmic reticulum
ABCA7,Golgi apparatus
ABCA7,Plasma membrane
APCDD1,Plasma membrane
RBIS,Nucleolus
RBIS,Cytosol
VKORC1L1,Endoplasmic reticulum
RBFA,Mitochondrion
GCNT2,Golgi apparatus
NLGN4X,Plasma membrane
CLYBL,Mitochondrion
SPART,Cytosol
ZNF444,Nucleus
OR8I2,Plasma membrane
ABRA,Plasma membrane
SPICE1,Centrosome
TTC5,Cytosol
PUSL1,Mitochondrion
ATOH7,Nucleus
DEFB106A,Nucleus
MIER1,Nucleus
CEND1,Mitochondrion
RPTOR,Lysosome
RPTOR,Cytosol
OR5AS1,Plasma membrane
CNTROB,Centrosome
ORMDL3,Endoplasmic reticulum
ABCA6,Plasma membrane
EID3,Nucleolus
OR8H3,Plasma membrane
OR6V1,Plasma membrane
LILRA2,Plasma membrane
AHI1,Centrosome
GPC2,Endoplasmic reticulum
NAGS,Mitochondrion
OR8H2,Plasma membrane
CCAR2,Nucleus
NDUFAF2,Mitochondrion
ZNF567,Nucleus
SIX5,Golgi apparatus
SIX5,Cytosol
VPS52,Golgi apparatus
VPS52,Cytosol
GABRG1,Plasma membrane
NUP93,Centrosome
ZNF687,Cytosol
CMTR1,Nucleus
DOCK4,Nucleolus
DOCK4,Golgi apparatus
DOCK4,Cytosol
DOCK4,Plasma membrane
DYNAP,Golgi apparatus
DYNAP,Plasma membrane
ARHGEF28,Plasma membrane
ZNF710,Nucleus
H2BC26,Nucleus
H2BC26,Cytosol
GAPT,Golgi apparatus
GAPT,Plasma membrane
PLD6,Golgi apparatus
UNC80,Plasma membrane
ARMC10,Mitochondrion
ARMC10,Endoplasmic reticulum
GHDC,Endoplasmic reticulum
SYS1,Cytosol
STK40,Cytosol
SLC66A2,Cytosol
PIAS4,Nucleus
RUSC2,Cytosol
PGBD3,Nucleus
GPD1L,Plasma membrane
MIER2,Nucleus
SLC35F6,Mitochondrion
SLC35F6,Cytosol
KDM8,Nucleus
KDM8,Cytosol
LRRC25,Endoplasmic reticulum
LRRC25,Cytosol
ARHGAP18,Cytosol
ARHGAP18,Plasma membrane
ZNF786,Nucleus
TMTC2,Endoplasmic reticulum
ASCC3,Nucleus
ASCC3,Cytosol
PLCD3,Plasma membrane
TMEM130,Golgi apparatus
METTL4,Nucleus
METTL4,Cytosol
HROB,Nucleus
PPM1K,Mitochondrion
ZNF664,Nucleus
CMYA5,Cytosol
CMYA5,Plasma membrane
TCAIM,Mitochondrion
PALS1,Golgi apparatus
PHTF2,Endoplasmic reticulum
STAG2,Nucleolus
SYNPO,Cytosol
SYNPO,Plasma membrane
SYNPO,Actin cytoskeleton
FBXW8,Golgi apparatus
FBXW8,Cytosol
SDR16C5,Endoplasmic reticulum
SDR16C5,Plasma membrane
SDR16C5,Nucleus
GTPBP8,Mitochondrion
ZCCHC7,Nucleolus
ZCCHC7,Cytosol
NME8,Nucleus
NME8,Cytosol
FGFRL1,Golgi apparatus
FGFRL1,Plasma membrane
LNX2,Plasma membrane
D2HGDH,Mitochondrion
SFRP1,Cytosol
RYBP,Nucleus
PNKD,Nucleus
PNKD,Mitochondrion
GALNT4,Golgi apparatus
PHETA1,Cytosol
NIN,Nucleolus
NIN,Centrosome
NIN,Plasma membrane
MINK1,Golgi apparatus
PDCL2,Endoplasmic reticulum
FTMT,Nucleus
FTMT,Mitochondrion
SLC22A24,Plasma membrane
TOMM5,Mitochondrion
CARNMT1,Nucleus
CARNMT1,Cytosol
KIF2B,Nucleolus
CHCHD4,Mitochondrion
ARHGEF39,Plasma membrane
AFAP1L2,Cytosol
AFAP1L2,Plasma membrane
TMEM199,Lysosome
TMEM199,Endoplasmic reticulum
OGFOD1,Cytosol
ZNF276,Nucleus
AFAP1,Cytosol
AFAP1,Actin cytoskeleton
ZCCHC9,Nucleolus
OXR1,Nucleolus
OXR1,Mitochondrion
ZGPAT,Nucleus
ZGPAT,Plasma membrane
DTWD1,Nucleus
TAB3,Endoplasmic reticulum
WDTC1,Cytosol
NKAP,Cytosol
SH2D3C,Cytosol
ARRDC1,Plasma membrane
KCNRG,Endoplasmic reticulum
NOPCHAP1,Nucleus
CISD2,Endoplasmic reticulum
RPP25L,Nucleus
ATPAF2,Cytosol
JAGN1,Endoplasmic reticulum
MRPL50,Mitochondrion
MRPL50,Cytosol
MSL3,Nucleus
KCTD17,Endoplasmic reticulum
OR2C3,Plasma membrane
LZTR1,Golgi apparatus
COMMD1,Nucleus
COMMD1,Cytosol
DRAM1,Lysosome
CPSF7,Nucleus
ESX1,Nucleus
CLDN19,Nucleus
CLDN19,Plasma membrane
GCSAM,Plasma membrane
ARFGAP2,Golgi apparatus
ARFGAP2,Cytosol
ARFGAP2,Plasma membrane
LYSET,Golgi apparatus
ZFAND2A,Nucleus
CD177,Plasma membrane
METTL13,Cytosol
ANKRD13C,Endoplasmic reticulum
SIRT6,Nucleolus
SIRT6,Nucleus
SIRT6,Endoplasmic reticulum
ZNF655,Nucleus
ZNF655,Nucleolus
CSNK1A1L,Cytosol
ZNF525,Nucleus
KLHDC1,Cytosol
HORMAD2,Centrosome
HORMAD2,Cytosol
POU5F2,Nucleus
AMER2,Plasma membrane
ZNF676,Nucleus
NANOGP1,Nucleus
CCNYL1,Plasma membrane
ANKRD31,Nucleus
CNTD1,Nucleus
ZNF713,Nucleus
SPMIP4,Centrosome
CGAS,Nucleus
CGAS,Cytosol
CGAS,Plasma membrane
ZNF366,Nucleus
DDX51,Nucleolus
ZNF781,Nucleus
NKAIN3,Plasma membrane
ZNF513,Nucleus
CEP112,Centrosome
CEP112,Plasma membrane
FAM241A,Golgi apparatus
RNF152,Lysosome
ENDOV,Nucleolus
SLC25A29,Mitochondrion
C2ORF69,Mitochondrion
ARL14EP,Nucleolus
ARL14EP,Cytosol
ARL14EP,Plasma membrane
ENAH,Cytosol
ENAH,Plasma membrane
RTL3,Nucleus
ANKS4B,Plasma membrane
CEP120,Centrosome
ZDHHC22,Endoplasmic reticulum
ZDHHC22,Golgi apparatus
ZDHHC22,Plasma membrane
MRPL43,Mitochondrion
NECAB1,Cytosol
CCDC89,Nucleus
CNEP1R1,Cytosol
NAT8L,Mitochondrion
ACOT4,Peroxisome
TMEM102,Mitochondrion
TMEM102,Plasma membrane
ASCC1,Nucleus
EIF1AD,Cytosol
KRI1,Nucleolus
TOPAZ1,Cytosol
MFSD2A,Plasma membrane
PNLDC1,Endoplasmic reticulum
POC5,Centrosome
POC5,Cytosol
ZNF579,Nucleus
ANKLE1,Nucleus
ANKLE1,Cytosol
ZSCAN4,Nucleus
MIGA1,Mitochondrion
MIGA1,Plasma membrane
ZBTB38,Nucleus
POMGNT2,Endoplasmic reticulum
PRPF38A,Nucleus
KDF1,Cell cortex
ZNF511,Nucleus
MLKL,Cytosol
MLKL,Plasma membrane
ATP11C,Endoplasmic reticulum
ATP11C,Plasma membrane
AFG2A,Mitochondrion
DTWD2,Nucleus
ZSCAN1,Nucleus
NHLRC2,Cytosol
CYB561A3,Nucleolus
GOLM1,Golgi apparatus
SUMF2,Endoplasmic reticulum
SIDT2,Lysosome
SIDT2,Plasma membrane
SUMF1,Endoplasmic reticulum
POGLUT1,Endoplasmic reticulum
UBAC2,Endoplasmic reticulum
TMEM87A,Cytosol
TMEM87A,Plasma membrane
PCSK9,Lysosome
PCSK9,Endoplasmic reticulum
PCSK9,Golgi apparatus
PCSK9,Plasma membrane
HSD17B11,Endoplasmic reticulum
AQP11,Endoplasmic reticulum
AQP11,Plasma membrane
TP53I13,Plasma membrane
POC1A,Centrosome
SPC24,Nucleolus
